state	*ID	group	remhit	nosend	transform	aura	curable	curse	active	restrict	disguise	attblue	damblue	armblue	rfblue	rlblue	rcblue	stambarblue	rpblue	attred	damred	armred	rfred	rlred	rcred	rpred	exp	plrstaydeath	monstaydeath	bossstaydeath	hide	hidedead	shatter	udead	life	green	pgsv	nooverlays	noclear	bossinv	meleeonly	notondead	overlay1	overlay2	overlay3	overlay4	pgsvoverlay	castoverlay	removerlay	stat	setfunc	remfunc	missile	skill	itemtype	itemtrans	colorpri	colorshift	light-r	light-g	light-b	onsound	offsound	gfxtype	gfxclass	cltevent	clteventfunc	cltactivefunc	srvactivefunc	canstack	sunderfull	sunder-res-reduce	vfxweaponstate	*eol
placeholder419	419																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder420	420																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder421	421																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder422	422																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder423	423																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder424	424																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder425	425																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder426	426																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder427	427																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder428	428																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder429	429																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder430	430																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder431	431																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder432	432																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder433	433																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder434	434																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder435	435																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder436	436																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder437	437																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder438	438																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder439	439																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder440	440																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder441	441																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder442	442																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder443	443																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder444	444																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder445	445																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder446	446																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder447	447																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder448	448																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder449	449																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder450	450																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder451	451																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder452	452																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder453	453																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder454	454																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder455	455																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder456	456																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder457	457																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder458	458																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder459	459																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder460	460																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder461	461																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder462	462																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder463	463																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder464	464																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder465	465																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder466	466																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder467	467																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder468	468																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder469	469																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder470	470																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder471	471																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder472	472																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder473	473																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder474	474																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder475	475																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder476	476																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder477	477																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder478	478																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder479	479																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder480	480																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder481	481																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder482	482																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder483	483																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder484	484																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder485	485																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder486	486																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder487	487																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder488	488																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder489	489																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder490	490																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder491	491																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder492	492																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder493	493																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder494	494																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder495	495																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder496	496																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder497	497																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder498	498																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder499	499																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder500	500																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder501	501																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder502	502																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder503	503																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder504	504																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder505	505																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder506	506																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder507	507																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder508	508																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder509	509																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder510	510																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder511	511																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder512	512																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder513	513																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder514	514																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder515	515																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder516	516																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder517	517																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder518	518																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder519	519																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder520	520																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder521	521																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder522	522																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder523	523																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder524	524																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder525	525																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder526	526																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder527	527																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder528	528																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder529	529																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder530	530																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder531	531																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder532	532																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder533	533																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder534	534																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder535	535																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder536	536																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder537	537																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder538	538																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder539	539																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder540	540																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder541	541																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder542	542																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder543	543																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder544	544																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder545	545																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder546	546																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder547	547																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder548	548																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder549	549																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder550	550																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder551	551																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder552	552																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder553	553																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder554	554																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder555	555																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder556	556																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder557	557																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder558	558																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder559	559																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder560	560																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder561	561																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder562	562																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder563	563																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder564	564																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder565	565																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder566	566																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder567	567																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder568	568																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder569	569																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder570	570																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder571	571																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder572	572																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder573	573																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder574	574																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder575	575																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder576	576																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder577	577																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder578	578																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder579	579																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder580	580																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder581	581																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder582	582																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder583	583																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder584	584																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder585	585																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder586	586																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder587	587																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder588	588																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder589	589																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder590	590																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder591	591																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder592	592																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder593	593																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder594	594																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder595	595																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder596	596																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder597	597																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder598	598																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder599	599																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder600	600																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder601	601																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder602	602																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder603	603																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder604	604																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder605	605																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder606	606																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder607	607																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder608	608																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder609	609																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder610	610																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder611	611																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder612	612																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder613	613																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder614	614																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder615	615																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder616	616																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder617	617																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder618	618																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder619	619																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder620	620																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder621	621																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder622	622																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder623	623																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder624	624																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder625	625																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder626	626																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder627	627																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder628	628																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder629	629																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder630	630																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder631	631																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder632	632																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder633	633																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder634	634																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder635	635																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder636	636																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder637	637																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder638	638																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder639	639																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder640	640																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder641	641																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder642	642																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder643	643																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder644	644																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder645	645																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder646	646																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder647	647																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder648	648																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder649	649																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder650	650																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder651	651																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder652	652																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder653	653																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder654	654																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder655	655																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder656	656																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder657	657																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder658	658																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder659	659																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder660	660																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder661	661																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder662	662																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder663	663																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder664	664																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder665	665																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder666	666																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder667	667																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder668	668																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder669	669																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder670	670																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder671	671																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder672	672																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder673	673																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder674	674																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder675	675																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder676	676																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder677	677																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder678	678																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder679	679																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder680	680																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder681	681																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder682	682																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder683	683																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder684	684																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder685	685																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder686	686																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder687	687																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder688	688																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder689	689																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder690	690																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder691	691																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder692	692																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder693	693																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder694	694																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder695	695																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder696	696																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder697	697																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder698	698																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder699	699																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder700	700																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder701	701																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder702	702																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder703	703																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder704	704																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder705	705																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder706	706																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder707	707																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder708	708																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder709	709																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder710	710																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder711	711																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder712	712																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder713	713																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder714	714																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder715	715																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder716	716																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder717	717																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder718	718																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder719	719																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder720	720																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder721	721																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder722	722																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder723	723																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder724	724																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder725	725																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder726	726																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder727	727																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder728	728																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder729	729																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder730	730																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder731	731																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder732	732																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder733	733																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder734	734																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder735	735																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder736	736																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder737	737																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder738	738																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder739	739																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder740	740																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder741	741																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder742	742																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
placeholder743	743																																										baal_on_throne														102	112	255	255	255	paladin_redeemed_soul												0
