monster	*index	hirelingAlternateVoice	*monster name	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	calc5	*calc5 desc	consumestat1	consumepar1	consumecalc1	consumestat2	consumepar2	consumecalc2	consumestat3	consumepar3	consumecalc3	consumestat4	consumepar4	consumecalc4	consumestat5	consumepar5	consumecalc5	numunderlingcalc	bindchancecalc	BoundStat1	BoundCalc1	BoundStat2	BoundCalc2	BoundStat3	BoundCalc3	BoundStat4	BoundCalc4	BoundStat5	BoundCalc5
arach5	126		Spider Magus	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magic_damage_reduction		(sksrc('Consume'.lvl)+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
arach6	686		Arach	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magic_damage_reduction		(sksrc('Consume'.lvl)+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
arach7	884		Arach	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magic_damage_reduction		(sksrc('Consume'.lvl)+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
thornhulk1	127		Thorned Hulk	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					normal_damage_reduction		(sksrc('Consume'.lvl)+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
thornhulk2	128		Bramble Hulk	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					normal_damage_reduction		(sksrc('Consume'.lvl)+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
thornhulk3	129		Thrasher	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					normal_damage_reduction		(sksrc('Consume'.lvl)+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
thornhulk4	130		Spikefist	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					normal_damage_reduction		(sksrc('Consume'.lvl)+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
thornhulk5	610		Thorned Hulk	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					normal_damage_reduction		(sksrc('Consume'.lvl)+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
vampire1	131		Ghoul Lord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
vampire2	132		Night Lord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
vampire3	133		Dark Lord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
vampire4	134		Blood Lord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
vampire5	135		The Banished	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
vampire6	696		Blood Lord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
vampire7	697		Ghoul Lord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
vampire8	698		Dark Lord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
vampire9	898		Dark Lord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
batdemon1	136		Desert Wing	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					maxmana		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
batdemon2	137		Fiend	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					maxmana		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
batdemon3	138		Gloombat	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					maxmana		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
batdemon4	139		Blood Diver	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					maxmana		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
batdemon5	140		Dark Familiar	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					maxmana		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
batdemon6	651		Gloombat	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					maxmana		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
batdemon7	652		Fiend	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					maxmana		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetish1	141		Rat Man	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetish2	142		Fetish	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetish3	143		Flayer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetish4	144		Soul Killer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetish5	145		Stygian Doll	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetish11	407		Rat Man	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetish6	657		Flayer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetish7	658		Stygian Doll	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
fetish8	659		Soul Killer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_archer1	160		Dark Ranger	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_archer2	161		Vile Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_archer3	162		Dark Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_archer4	163		Black Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_archer5	164		Flesh Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_archer6	614		Vile Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_archer7	615		Dark Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_archer8	889		Dark Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_lancer1	165		Dark Spearwoman	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_lancer2	166		Vile Lancer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_lancer3	167		Dark Lancer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_lancer4	168		Black Lancer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_lancer5	169		Flesh Lancer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_lancer6	616		Vile Lancer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_lancer7	617		Dark Lancer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_lancer8	618		Black Lancer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
cr_lancer9	890		Black Lancer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer1	170		Skeleton Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer2	171		Returned Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer3	172		Bone Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer4	173		Burning Dead Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer5	174		Horror Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer6	576		Burning Dead Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer7	577		Bone Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer8	578		Burning Dead Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer9	579		Returned Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer10	580		Horror Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
sk_archer11	893		Horror Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
blunderbore1	186		Blunderbore	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_crushingblow		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
blunderbore2	187		Gorebelly	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_crushingblow		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
blunderbore3	188		Mauler	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_crushingblow		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
blunderbore4	189		Urdar	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_crushingblow		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
blunderbore5	619		Blunderbore	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_crushingblow		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
blunderbore6	620		Mauler	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_crushingblow		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
bonefetish1	212		Undead Rat Man	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_phys_resist		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
bonefetish2	213		Undead Fetish	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_phys_resist		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
bonefetish3	214		Undead Flayer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_phys_resist		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
bonefetish4	215		Undead Soul Killer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_phys_resist		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
bonefetish5	216		Undead Stygian Doll	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_phys_resist		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
bonefetish6	691		Undead Stygian Doll	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_phys_resist		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
bonefetish7	692		Undead Soul Killer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_phys_resist		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100													0	(pcl1*pcl3)?pcl2:0										
harbingerofpestillence	217		Harbinger Of Pestillence	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_pois_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	item_poisonlengthresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	energy		(sksrc('Consume'.lvl)*2+20)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
hellhound	218		Hellhound	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_crushingblow		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	damageresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	strength		(sksrc('Consume'.lvl)*2+20)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
gravestalker	219		Grave Stalker	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastermovevelocity		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	passive_mag2_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
hellboundtrickster	220		Hellbound Trickster	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_cold_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	maxmana		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100	manarecoverybonus		(sksrc('Consume'.lvl)*3+20)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
phantomassassin	221		Phantom Assassin	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	item_skill_cooldown		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	dexterity		(sksrc('Consume'.lvl)*2+20)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
